Ad group	Keyword	Currency	Avg. Monthly Searches (exact match only)	Competition	Suggested bid	Impr. share	In account?	In plan?	Extracted From
Teaching Chinese	teach chinese	USD	170	0.58	1.78	 --	N	N	
Teaching Chinese	teach yourself chinese	USD	210	0.39	1.31	 --	N	N	
Teaching Chinese	teaching chinese	USD	210	0.58	1.49	 --	N	N	
Teaching Chinese	chinese teaching	USD	170	0.47	1.83	 --	N	N	
Teaching Chinese	how to teach chinese characters	USD	30	0.16	2.12	 --	N	N	
Common Chinese	common chinese words	USD	320	0.07	2.21	 --	N	N	
Common Chinese	chinese common words	USD	70	0.05	0.01	 --	N	N	
Common Chinese	1000 most common chinese words	USD	50	0.03		 --	N	N	
Common Chinese	1000 most common chinese characters	USD	50	0.01		 --	N	N	
Common Chinese	common chinese words in english	USD	20	0.11	0.01	 --	N	N	
Common Chinese	common chinese sentences	USD	20	0		 --	N	N	
Chinese Pinyin	english to chinese pinyin	USD	880	0.07	0.35	 --	N	N	
Chinese Pinyin	chinese word pinyin	USD	90	0.06		 --	N	N	
Chinese Pinyin	chinese to pinyin tool	USD	50	0.03		 --	N	N	
Chinese Pinyin	pinyin to chinese word	USD	20	0.09		 --	N	N	
Chinese Pinyin	chinese pinyin to chinese	USD	30	0.1	1.4	 --	N	N	
Chinese Pinyin	learn chinese with pinyin	USD	10	0.31		 --	N	N	
Download Flashcards	mandarin chinese flashcards free download	USD	10	0.4	0.43	 --	N	N	
Download Flashcards	download flashcards	USD	40	0.31		 --	N	N	
Download Flashcards	download flashcard	USD	30	0.07		 --	N	N	
Download Flashcards	flashcards free download	USD	40	0.11	0.02	 --	N	N	
Download Flashcards	flashcard maker download	USD	30	0.09	0.06	 --	N	N	
Download Flashcards	flashcard free download	USD	20	0.1		 --	N	N	
Download Flashcards	flashcards download free	USD	20	0.13		 --	N	N	
Download Flashcards	download flashcard maker	USD	20	0.08	2.08	 --	N	N	
Flashcard Study	study flashcards	USD	390	0.12	1.04	 --	N	N	
Flashcard Study	flashcards study	USD	90	0.09	0.02	 --	N	N	
Flashcard Study	flashcard study	USD	50	0.1		 --	N	N	
Flashcard Study	study with flashcards	USD	30	0.16		 --	N	N	
Flashcard Study	study flashcard	USD	30	0.09		 --	N	N	
Flashcard Study	flashcards to study	USD	20	0.27	0.25	 --	N	N	
Flashcard Study	flashcards for study	USD	20	0.19		 --	N	N	
Download Chinese	chinese dictionary download	USD	260	0.22	0.03	 --	N	N	
Download Chinese	english to chinese dictionary free download	USD	170	0.23	0.02	 --	N	N	
Download Chinese	download chinese word	USD	40	0.23	0.36	 --	N	N	
Download Chinese	download chinese dictionary	USD	90	0.35	0.15	 --	N	N	
Download Chinese	chinese words download	USD	30	0.15	4.39	 --	N	N	
Download Chinese	learn chinese download	USD	30	0.32	0.32	 --	N	N	
Download Chinese	chinese simplified download	USD	50	0.17	0.01	 --	N	N	
Download Chinese	chinese to english dictionary free download	USD	40	0.34	0.01	 --	N	N	
Download Chinese	download english to chinese dictionary	USD	30	0.18	0.02	 --	N	N	
Download Chinese	download chinese characters	USD	30	0.17	0.02	 --	N	N	
Download Chinese	chinese pin yin download	USD	20	0.05		 --	N	N	
Download Chinese	chinese to english dictionary download	USD	20	0.15	0.04	 --	N	N	
Download Chinese	download dictionary chinese to english	USD	20	0.28	0.01	 --	N	N	
Download Chinese	chinese text download	USD	20	0.03		 --	N	N	
Download Chinese	simplified chinese download	USD	20	0.03		 --	N	N	
Download Chinese	chinese character download	USD	20	0.22		 --	N	N	
Download Chinese	dictionary chinese to english free download	USD	20	0.22		 --	N	N	
Download Chinese	download chinese simplified	USD	10	0.2		 --	N	N	
Download Chinese	download pinyin chinese	USD	20	0.21	0.04	 --	N	N	
Download Chinese	download chinese character	USD	10	0.03		 --	N	N	
English Chinese	english to simplified chinese	USD	210	0.01		 --	N	N	
English Chinese	learn chinese english	USD	10	0.41		 --	N	N	
English Chinese	chinese simplified to english	USD	90	0		 --	N	N	
English Chinese	learn chinese in english	USD	30	0.48	0.84	 --	N	N	
English Chinese	learn chinese from english	USD	20	0.41		 --	N	N	
English Chinese	learn english chinese	USD	30	0.61	3.01	 --	N	N	
English Chinese	how to learn chinese from english	USD	10	0.48		 --	N	N	
Easy Chinese	learn chinese easy	USD	140	0.33	2.19	 --	N	N	
Easy Chinese	easy way to learn chinese	USD	140	0.37	1.21	 --	N	N	
Easy Chinese	easy chinese characters	USD	110	0.03		 --	N	N	
Easy Chinese	easy learn chinese	USD	40	0.47	1.81	 --	N	N	
Easy Chinese	easy to learn chinese	USD	50	0.2	2.78	 --	N	N	
Easy Chinese	learn easy chinese	USD	30	0.26	5.44	 --	N	N	
Easy Chinese	how to learn chinese easy	USD	10	0.22	0.67	 --	N	N	
Easy Chinese	easy in chinese character	USD	10	0		 --	N	N	
Chinese Book	learn chinese book	USD	140	0.62	3.68	 --	N	N	
Chinese Book	chinese characters book	USD	50	0.55	0.46	 --	N	N	
Chinese Book	chinese character for book	USD	30	0.1		 --	N	N	
Chinese Book	book in chinese character	USD	20	0.18		 --	N	N	
Chinese Book	chinese character book	USD	40	0.46		 --	N	N	
Chinese Book	free chinese book	USD	20	0.41	0.04	 --	N	N	
Chinese Book	chinese book download	USD	30	0.21		 --	N	N	
Chinese Book	chinese book character	USD	10	0.11		 --	N	N	
Chinese Book	chinese dictionary book	USD	20	0.71	0.83	 --	N	N	
Chinese Book	book in chinese characters	USD	10	0.41		 --	N	N	
Maker Printable	printable flashcard maker	USD	170	0.21	1.26	 --	N	N	
Maker Printable	printable flashcards maker	USD	90	0.2	0.51	 --	N	N	
Maker Printable	free printable flashcard maker	USD	70	0.06	1.61	 --	N	N	
Maker Printable	flashcard maker printable	USD	50	0.15	0.9	 --	N	N	
Maker Printable	flashcards maker printable	USD	40	0.17		 --	N	N	
Maker Printable	online flashcard maker printable	USD	40	0.07	1.5	 --	N	N	
Flashcards	flashcards	USD	33100	0.15	0.93	 --	N	N	
Flashcards	flashcards for toddlers	USD	1600	0.9	0.39	 --	N	N	
Flashcards	flashcards for kids	USD	3600	0.66	0.44	 --	N	N	
Flashcards	flashcard	USD	9900	0.11	0.44	 --	N	N	
Flashcards	create flashcards	USD	1000	0.1	1.34	 --	N	N	
Flashcards	flashcard machine	USD	6600	0.04	6.68	 --	N	N	
Flashcards	spanish flashcards	USD	2900	0.84	0.83	 --	N	N	
Flashcards	kanji flashcards	USD	720	0.16	0.3	 --	N	N	
Flashcards	flashcards for babies	USD	1000	0.89	0.44	 --	N	N	
Flashcards	flashcard creator	USD	320	0.1	1.56	 --	N	N	
Flashcards	flashcards for children	USD	140	0.61	0.71	 --	N	N	
Flashcards	flashcard template	USD	1000	0.06	0.45	 --	N	N	
Flashcards	abc flashcards	USD	590	0.44	0.27	 --	N	N	
Flashcards	flashcard generator	USD	390	0.06	1.08	 --	N	N	
Flashcards	flashcard software	USD	390	0.08	3.43	 --	N	N	
Flashcards	italian flashcards	USD	390	0.88	1.11	 --	N	N	
Flashcards	korean flashcards	USD	590	0.3	0.11	 --	N	N	
Flashcards	electronic flashcards	USD	260	0.72	0.83	 --	N	N	
Flashcards	flashcard program	USD	260	0.07	1.12	 --	N	N	
Flashcards	picture flashcards	USD	390	0.78	0.5	 --	N	N	
Flashcards	phonics flashcards	USD	1000	0.66	0.46	 --	N	N	
Flashcards	arabic flashcards	USD	480	0.45	0.19	 --	N	N	
Flashcards	dictionary flashcards	USD	70	0.09		 --	N	N	
Flashcards	virtual flashcards	USD	210	0.16	1	 --	N	N	
Flashcards	flashcards for preschoolers	USD	170	0.66	0.4	 --	N	N	
Flashcards	flashcards software	USD	140	0.11	0.06	 --	N	N	
Flashcards	character flashcards	USD	20	0.07		 --	N	N	
Flashcards	anki flashcard	USD	320	0.02	0.07	 --	N	N	
Flashcards	flashcard for baby	USD	90	0.38	0.36	 --	N	N	
Flashcards	medical flashcards	USD	260	0.65	0.55	 --	N	N	
Flashcards	flashcards for kindergarten	USD	210	0.42	0.36	 --	N	N	
Flashcards	how to use flashcards	USD	170	0.03		 --	N	N	
Flashcards	flashcards for gre	USD	140	0.77	0.12	 --	N	N	
Flashcards	flashcards create	USD	20	0.12	0.99	 --	N	N	
Flashcards	create flashcard	USD	30	0.08	1.33	 --	N	N	
Flashcards	baby bumblebee flashcards	USD	40	0.22		 --	N	N	
Flashcards	flashcards to go	USD	40	0.07		 --	N	N	
Flashcards	flashcard application	USD	40	0.09	1.48	 --	N	N	
Flashcards	flashcards anki	USD	90	0.01		 --	N	N	
Flashcards	quizlet flashcard	USD	70	0.08		 --	N	N	
Flashcards	computer flashcards	USD	50	0.23		 --	N	N	
Flashcards	flashcards program	USD	90	0.06		 --	N	N	
Flashcards	flashcard quizlet	USD	70	0.08		 --	N	N	
Flashcards	childrens flashcards	USD	20	0.93	0.37	 --	N	N	
Flashcards	how to create flashcards	USD	50	0.05		 --	N	N	
Flashcards	flashcards application	USD	20	0.17	1.53	 --	N	N	
Flashcards	flashcard programs	USD	50	0.07		 --	N	N	
Flashcards	are flashcards	USD	40	0.22	1.84	 --	N	N	
Flashcards	pinyin flashcards	USD	40	0.07		 --	N	N	
Flashcards	yellow bridge flashcards	USD	40	0.19		 --	N	N	
Flashcards	use of flashcards	USD	20	0.08		 --	N	N	
Flashcards	yellowbridge flashcards	USD	40	0.01		 --	N	N	
Flashcards	flashcard anki	USD	40	0.01		 --	N	N	
Flashcards	flashcards game	USD	30	0.16		 --	N	N	
Flashcards	flashcard set	USD	10	0.51		 --	N	N	
Flashcards	easy flashcards	USD	30	0.03		 --	N	N	
Flashcards	google play flashcards	USD	20	0.04		 --	N	N	
Flashcards	tool flashcards	USD	10	0.1		 --	N	N	
Flashcards	flashcard book	USD	20	0.26	2.46	 --	N	N	
Flashcards	flashcards for computer	USD	10	0.59		 --	N	N	
Flashcards	how to use flashcard	USD	20	0.09		 --	N	N	
Flashcards	flashcards for students	USD	20	0.2	0.38	 --	N	N	
Flashcards	flashcards with audio	USD	20	0.12		 --	N	N	
Learn Chinese	learn chinese	USD	22200	0.51	2.62	 --	N	N	
Learn Chinese	chinese learning	USD	1600	0.48	2.04	 --	N	N	
Learn Chinese	learning chinese	USD	6600	0.57	2.29	 --	N	N	
Learn Chinese	i want to learn chinese	USD	260	0.58	2.17	 --	N	N	
Learn Chinese	how to learn chinese	USD	4400	0.53	2.22	 --	N	N	
Learn Chinese	chinese learn	USD	390	0.34	3.81	 --	N	N	
Learn Chinese	best way to learn chinese	USD	880	0.28	3.83	 --	N	N	
Learn Chinese	chinese learning center	USD	1900	0.11	6.03	 --	N	N	
Learn Chinese	how to learn chinese fast	USD	720	0.48	2.89	 --	N	N	
Learn Chinese	learn chinese software	USD	70	0.6	4.24	 --	N	N	
Learn Chinese	learn chinese with	USD	30	0.38		 --	N	N	
Learn Chinese	learn chinese fast	USD	210	0.53	2.74	 --	N	N	
Learn Chinese	learn chinese in shanghai	USD	260	0.78	6.6	 --	N	N	
Learn Chinese	chinese to learn	USD	40	0.52	8.86	 --	N	N	
Learn Chinese	chinese learning website	USD	210	0.46	2.19	 --	N	N	
Learn Chinese	why learn chinese	USD	480	0.09	1.83	 --	N	N	
Learn Chinese	learn in chinese	USD	210	0.3	1.76	 --	N	N	
Learn Chinese	to learn chinese	USD	50	0.45	0.63	 --	N	N	
Learn Chinese	learn chinese game	USD	90	0.18	2.52	 --	N	N	
Learn Chinese	learn chinese beijing	USD	40	0.73	3.68	 --	N	N	
Learn Chinese	chinese learning software	USD	140	0.62	2.19	 --	N	N	
Learn Chinese	learn chinese in	USD	20	0.79	3.28	 --	N	N	
Learn Chinese	learn chinese everyday	USD	170	0.16	1.51	 --	N	N	
Learn Chinese	learn to chinese	USD	10	0.49	1.42	 --	N	N	
Learn Chinese	learn chinese audio	USD	110	0.38	1.29	 --	N	N	
Learn Chinese	learn chinese now	USD	140	0.24		 --	N	N	
Learn Chinese	to learn in chinese	USD	30	0.26		 --	N	N	
Learn Chinese	how can i learn chinese	USD	50	0.5	1.26	 --	N	N	
Learn Chinese	how do you learn chinese	USD	20	0.64	2.92	 --	N	N	
Learn Chinese	learn chinese video	USD	90	0.35	1.43	 --	N	N	
Learn Chinese	easiest way to learn chinese	USD	110	0.39	1.63	 --	N	N	
Learn Chinese	fastest way to learn chinese	USD	90	0.34	3.52	 --	N	N	
Learn Chinese	how learn chinese	USD	40	0.49	2.36	 --	N	N	
Learn Chinese	learn chinese nyc	USD	110	0.83	8.73	 --	N	N	
Learn Chinese	learn simplified chinese	USD	90	0.16	1.72	 --	N	N	
Learn Chinese	want to learn chinese	USD	50	0.64	1.63	 --	N	N	
Learn Chinese	learn how to chinese	USD	20	0.22		 --	N	N	
Learn Chinese	learn chinese shanghai	USD	90	0.9	9.7	 --	N	N	
Learn Chinese	where to learn chinese	USD	50	0.58	0.02	 --	N	N	
Learn Chinese	learn chinese simplified	USD	20	0.26	1.3	 --	N	N	
Learn Chinese	learn chinese videos	USD	50	0.29		 --	N	N	
Learn Chinese	learn chinese china	USD	40	0.81	3.39	 --	N	N	
Learn Chinese	children learning chinese	USD	40	0.56	3.19	 --	N	N	
Learn Chinese	learn conversational chinese	USD	30	0.53		 --	N	N	
Learn Chinese	where can i learn chinese	USD	30	0.81	1.25	 --	N	N	
Learn Chinese	learn written chinese	USD	30	0.19		 --	N	N	
Learn Chinese	which chinese to learn	USD	20	0.16		 --	N	N	
Learn Chinese	learn chinese website	USD	30	0.44	1.77	 --	N	N	
Learn Chinese	learn chineses	USD	40	0.42	0.02	 --	N	N	
Learn Chinese	how to learn chinese on your own	USD	20	0.15		 --	N	N	
Learn Chinese	learn chinese dvd	USD	30	0.99	1.61	 --	N	N	
Learn Chinese	learn chinese sentences	USD	20	0.21		 --	N	N	
Chinese	chinese practice	USD	170	0.07	1.41	 --	N	N	
Chinese	chinese course	USD	480	0.49	2.24	 --	N	N	
Chinese	chinese translation	USD	22200	0.04	1.74	 --	N	N	
Chinese	chinese alphabet	USD	33100	0.03	0.78	 --	N	N	
Chinese	how to talk chinese	USD	320	0.59	1.76	 --	N	N	
Chinese	chinese greetings	USD	1900	0.03	0.41	 --	N	N	
Chinese	chinese sentences	USD	1000	0.03	1.3	 --	N	N	
Chinese	chinese class	USD	590	0.46	2.66	 --	N	N	
Chinese	chinese classes	USD	390	0.68	5.64	 --	N	N	
Chinese	chinese written in chinese	USD	50	0.15		 --	N	N	
Chinese	chinese tutorial	USD	260	0.12	1.44	 --	N	N	
Chinese	chinese courses	USD	170	0.57	1.92	 --	N	N	
Chinese	how to talk in chinese	USD	140	0.55	1.2	 --	N	N	
Chinese	audio chinese	USD	40	0.15		 --	N	N	
Chinese	chinese symbol maker	USD	20	0.03		 --	N	N	
Chinese	chinese to simplified chinese	USD	10	0.02		 --	N	N	
Chinese	most popular chinese symbols	USD	20	0.06		 --	N	N	
Keywords like: Gre Vocabulary	chinese flashcard	USD	70	0.13	0.28	 --	N	N	
Keywords like: Gre Vocabulary	multiplication cards	USD	880	0.71	0.36	 --	N	N	
Keywords like: Gre Vocabulary	index cards online	USD	390	0.82	1.02	 --	N	N	
Keywords like: Gre Vocabulary	study cards	USD	1000	0.16	0.98	 --	N	N	
Keywords like: Gre Vocabulary	china language	USD	5400	0.2	1.41	 --	N	N	
Keywords like: Gre Vocabulary	vocabulary cards	USD	590	0.3	0.42	 --	N	N	
Keywords like: Gre Vocabulary	gre vocabulary	USD	8100	0.15	2.44	 --	N	N	
Keywords like: Gre Vocabulary	l e a r n c h i n e s e	USD	320	0.41	3.24	 --	N	N	
Keywords like: Gre Vocabulary	word cards	USD	880	0.27	0.31	 --	N	N	
Keywords like: Gre Vocabulary	learn chines	USD	210	0.52	1.12	 --	N	N	
Keywords like: Gre Vocabulary	language cards	USD	170	0.65	0.96	 --	N	N	
Keywords like: Gre Vocabulary	flashard	USD	50	0.02		 --	N	N	
Keywords like: Gre Vocabulary	learn chineese	USD	140	0.58	2.58	 --	N	N	
Keywords like: Gre Vocabulary	create study cards	USD	20	0.11	1.3	 --	N	N	
Keywords like: Gre Vocabulary	learn china	USD	90	0.41	1.36	 --	N	N	
Keywords like: Gre Vocabulary	how to speak chines	USD	50	0.55	2.61	 --	N	N	
Keywords like: Gre Vocabulary	learn chinease	USD	70	0.49	5.82	 --	N	N	
Keywords like: Gre Vocabulary	learn chinesse	USD	70	0.37	2.05	 --	N	N	
Keywords like: Gre Vocabulary	learning chines	USD	50	0.55	0.7	 --	N	N	
Keywords like: Gre Vocabulary	free printable cue cards	USD	10	0.02		 --	N	N	
Keywords like: Gre Vocabulary	china to english dictionary	USD	30	0.06	0.02	 --	N	N	
Keywords like: Gre Vocabulary	learning chineese	USD	40	0.52	1.75	 --	N	N	
Keywords like: Gre Vocabulary	learn putonghua	USD	30	0.66	1.94	 --	N	N	
Keywords like: Gre Vocabulary	printable study cards	USD	20	0.12		 --	N	N	
